ID,orderDate,title,newsletter,websiteDesign,paymentMethod,couponDiscount,purchaseValue,giftwrapping,throughAffiliate,shippingFees,dvd,blueray,vinyl,videogame,videogameDownload,tvEquiment,prodOthers,prodRemitted,prodSecondHand,returnCustomer
12255,1/2/15,Mr,1,3,Cash,0,4,0,1,0,1,0,0,0,0,0,1,0,0,1
12256,12/1/14,Mrs,1,3,Cash,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0
12257,9/12/14,Others,0,1,Credit Card,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0
12258,1/5/15,Mr,0,1,Invoice,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12259,11/21/14,Mrs,0,1,Invoice,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0
12260,11/14/14,Mr,0,2,Invoice,1,2,0,1,0,2,0,1,0,0,0,0,0,0,0
12261,1/20/15,Mrs,0,2,Current Account,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
12262,5/19/14,Mr,0,1,Cash,0,4,0,0,0,2,0,0,0,0,0,0,0,0,1
12263,6/14/14,Mrs,0,2,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12265,7/11/14,Mr,0,1,Credit Card,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
12266,11/4/14,Mrs,0,2,Current Account,1,1,0,1,0,0,4,0,0,0,0,0,0,0,0
12267,5/2/14,Mrs,0,1,Current Account,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
12268,8/17/14,Mr,1,1,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12269,12/18/14,Mrs,0,2,Invoice,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
12270,4/30/14,Mrs,0,3,Invoice,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1
12271,10/14/14,Mr,0,2,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0
12272,10/13/14,Mrs,1,1,Invoice,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
12273,10/26/14,Mrs,1,1,Current Account,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0
12274,12/29/14,Mrs,0,3,Cash,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
12275,6/24/14,Mr,0,1,Cash,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0
12279,4/25/14,Mr,1,3,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1
12280,11/11/14,Mrs,0,1,Invoice,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0
12281,11/14/14,Mrs,0,2,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
12282,8/19/14,Mr,1,3,Cash,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0
12283,5/10/14,Mr,0,1,Credit Card,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12284,1/2/15,Mr,1,3,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
12285,5/11/14,Company,0,1,Credit Card,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12286,10/10/14,Mr,0,1,Credit Card,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
12287,5/12/14,Mr,0,1,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
12288,9/28/14,Mr,1,2,Cash,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0
12289,12/30/14,Mr,0,1,Current Account,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
12290,1/8/15,Mrs,0,1,Cash,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12291,2/28/15,Mrs,1,1,Current Account,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12292,10/21/14,Mrs,0,1,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
12293,6/25/14,Mr,0,1,Credit Card,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12294,9/28/14,Mrs,0,1,Credit Card,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
12295,10/22/14,Mrs,0,1,Cash,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
12297,6/17/14,Mr,0,1,Current Account,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
12298,6/26/14,Company,0,2,Cash,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
12299,11/11/14,Others,0,2,Invoice,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0
12300,12/26/14,Mr,0,1,Invoice,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
12301,8/12/14,Mrs,0,1,Current Account,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12302,7/13/14,Mr,0,1,Invoice,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
12303,1/12/15,Mr,0,1,Current Account,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1
12304,1/12/15,Mrs,0,3,Cash,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0
12305,7/10/14,Others,0,3,Cash,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
12306,10/19/14,Others,0,2,Current Account,1,5,0,1,0,5,0,0,0,0,0,0,0,0,1
12307,6/27/14,Company,0,2,Credit Card,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
12308,11/15/14,Mrs,0,1,Cash,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
12309,8/14/14,Mrs,0,2,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12310,1/9/15,Mr,0,1,Invoice,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
12311,11/11/14,Others,0,1,Cash,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
12312,8/26/14,Mr,1,3,Invoice,0,5,0,1,0,2,2,0,0,0,0,0,0,0,0
12313,11/12/14,Others,1,1,Cash,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
12314,6/19/14,Mr,0,1,Invoice,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
12315,11/27/14,Mr,0,1,Invoice,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
12317,8/5/14,Mrs,1,1,Credit Card,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0
12318,5/2/14,Company,1,1,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12320,5/8/14,Mr,0,1,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
12321,6/2/14,Mrs,0,2,Current Account,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0
12323,8/16/14,Mrs,0,1,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12324,10/20/14,Others,1,1,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12326,8/12/14,Mr,0,2,Invoice,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
12327,7/2/14,Mrs,0,3,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
12329,8/22/14,Mr,0,1,Current Account,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
12330,5/5/14,Mr,0,1,Current Account,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1
12331,7/6/14,Mrs,1,3,Credit Card,0,5,0,1,0,2,2,0,0,0,0,0,0,0,0
12333,1/6/15,Mr,0,2,Credit Card,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0
12334,1/6/15,Others,0,1,Invoice,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12335,11/12/14,Company,0,1,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
12337,5/26/14,Mr,0,1,Current Account,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12338,9/25/14,Mrs,0,3,Cash,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0
12339,5/26/14,Others,0,2,Current Account,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0
12342,1/10/15,Mr,0,3,Current Account,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
12343,1/21/15,Mr,1,3,Current Account,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
12344,7/5/14,Mr,0,2,Current Account,0,4,0,1,0,0,4,0,0,0,0,0,0,0,0
12346,11/24/14,Others,0,1,Current Account,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12347,1/6/15,Mr,0,1,Cash,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12349,1/22/15,Mr,0,1,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1
12350,7/9/14,Mrs,0,1,Cash,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12351,7/6/14,Company,0,1,Invoice,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12352,7/17/14,Mr,0,1,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12353,11/4/14,Mr,0,3,Invoice,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
12356,7/20/14,Others,1,2,Cash,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
12357,11/27/14,Mr,0,1,Invoice,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
12358,8/18/14,Mr,0,3,Cash,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
12359,5/20/14,Mr,0,3,Cash,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0
12360,1/8/15,Mrs,0,1,Invoice,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0
12361,12/31/14,Mr,0,1,Cash,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
12362,12/27/14,Others,1,2,Invoice,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12363,11/27/14,Mr,0,3,Cash,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
12364,1/12/15,Mr,0,3,Current Account,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
12365,11/1/14,Mrs,0,1,Current Account,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
12366,10/9/14,Mr,0,3,Invoice,0,5,0,1,0,3,0,3,0,0,0,0,0,0,0
12367,6/9/14,Others,1,1,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12368,5/21/14,Mrs,1,3,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
12369,11/16/14,Mr,0,3,Credit Card,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0
12370,10/25/14,Mr,0,3,Credit Card,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
12371,12/10/14,Others,0,1,Credit Card,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1
12372,5/1/14,Mrs,0,1,Credit Card,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
12374,8/29/14,Mr,1,1,Current Account,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0
12375,11/22/14,Mrs,0,1,Invoice,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
12376,1/8/15,Mr,0,2,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
12377,12/27/14,Mrs,0,1,Invoice,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0
12378,1/20/15,Mr,0,2,Current Account,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
12381,11/7/14,Mrs,0,3,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
12382,8/8/14,Others,0,3,Invoice,0,5,0,1,0,0,0,3,0,0,0,0,0,0,0
12383,11/29/14,Mrs,0,3,Current Account,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
12384,5/18/14,Mrs,0,1,Credit Card,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
12385,12/5/14,Mr,0,2,Invoice,1,1,0,1,0,0,2,0,0,0,0,1,0,0,0
12386,11/3/14,Mr,1,3,Current Account,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
12387,12/11/14,Mrs,0,1,Credit Card,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0
12389,11/11/14,Others,0,1,Credit Card,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
12390,5/4/14,Mr,0,1,Credit Card,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
12391,10/1/14,Mr,0,3,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12392,12/4/14,Mrs,0,1,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
12393,1/10/15,Mr,1,3,Invoice,0,5,0,1,0,0,0,2,0,0,0,0,0,0,1
12394,1/14/15,Mr,0,3,Cash,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0
12395,10/12/14,Mrs,0,1,Current Account,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0
12397,1/4/15,Mr,0,1,Invoice,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
12399,6/24/14,Mr,0,1,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
12400,5/8/14,Mrs,0,1,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
12401,12/30/14,Mrs,0,1,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
12402,7/11/14,Others,0,1,Cash,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
12403,7/16/14,Mrs,0,3,Cash,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0
12404,12/31/14,Mr,0,2,Invoice,0,4,0,1,0,0,3,0,0,0,0,0,0,0,1
12405,5/20/14,Mrs,0,1,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
12406,10/8/14,Company,0,2,Invoice,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0
12407,1/13/15,Others,0,1,Current Account,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12408,7/24/14,Mr,0,1,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
12410,9/27/14,Mr,0,1,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12411,10/26/14,Mrs,1,2,Cash,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0
12412,1/6/15,Others,0,3,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1
12413,6/18/14,Mr,1,2,Invoice,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0
12414,11/13/14,Mrs,1,2,Current Account,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0
12415,5/13/14,Mrs,0,2,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12416,7/9/14,Mrs,0,1,Credit Card,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12417,8/12/14,Mr,0,2,Invoice,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0
12419,12/8/14,Mr,0,1,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
12420,5/13/14,Mrs,1,3,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
12422,1/20/15,Mr,1,2,Current Account,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
12423,6/6/14,Mr,0,1,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
12424,7/11/14,Others,1,2,Cash,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
12425,7/22/14,Mrs,0,1,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
12426,8/22/14,Mr,0,1,Credit Card,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
12427,9/21/14,Mr,0,3,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
12428,5/17/14,Company,0,1,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
12430,9/13/14,Mrs,1,1,Credit Card,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
12431,11/23/14,Mr,0,1,Cash,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
12432,12/8/14,Mr,0,3,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1
12433,6/26/14,Mrs,0,1,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12434,9/9/14,Mr,0,1,Invoice,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0
12435,8/1/14,Company,0,1,Invoice,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0
12436,1/11/15,Mrs,0,2,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
12437,9/17/14,Mrs,0,3,Cash,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0
12438,1/14/15,Mrs,0,2,Invoice,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12439,11/9/14,Mrs,0,1,Invoice,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0
12440,8/16/14,Mrs,1,3,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12442,6/4/14,Mrs,0,2,Credit Card,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0
12443,10/21/14,Others,0,1,Current Account,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12444,12/7/14,Mrs,0,2,Current Account,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
12445,5/15/14,Mr,0,1,Invoice,0,5,0,0,0,2,0,0,0,0,0,0,1,0,0
12446,1/4/15,Company,0,1,Invoice,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0
12447,12/29/14,Mrs,0,2,Invoice,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12448,9/29/14,Mr,1,2,Invoice,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
12450,8/28/14,Mrs,0,1,Invoice,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12451,12/27/14,Mr,0,1,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
12452,8/15/14,Mr,0,3,Cash,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0
12454,6/27/14,Mr,0,2,Invoice,0,5,0,1,0,4,0,0,0,0,0,0,0,0,0
12455,6/17/14,Mr,0,1,Cash,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
12456,10/3/14,Mr,0,3,Cash,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
12457,1/5/15,Mrs,0,1,Credit Card,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
12458,1/18/15,Others,1,2,Current Account,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
12459,12/29/14,Mr,0,2,Credit Card,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
12460,12/7/14,Mr,0,1,Current Account,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
12461,7/4/14,Mr,0,2,Current Account,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0
12462,8/13/14,Mr,0,3,Cash,0,3,0,1,0,0,3,0,0,0,0,0,0,0,1
12463,10/11/14,Mr,1,1,Current Account,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12464,1/1/15,Mr,0,1,Invoice,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
12465,9/27/14,Mr,0,1,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12466,12/11/14,Mr,0,2,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0,1
12467,10/7/14,Mr,0,2,Invoice,0,3,0,1,1,1,0,1,0,0,0,0,0,0,0
12468,4/27/14,Mrs,0,1,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12469,12/11/14,Mr,0,2,Invoice,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
12470,5/15/14,Others,0,2,Credit Card,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0
12471,10/6/14,Mr,0,2,Invoice,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
12472,12/20/14,Mr,1,1,Current Account,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
12474,10/7/14,Mr,0,1,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12476,12/17/14,Mr,0,1,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
12477,8/7/14,Others,0,1,Credit Card,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1
12478,1/2/15,Mr,0,1,Invoice,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0
12479,5/6/14,Mr,0,1,Invoice,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
12480,7/22/14,Others,0,1,Invoice,0,5,0,0,0,0,0,3,0,0,0,0,0,1,1
12481,1/8/15,Mr,0,1,Credit Card,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
12482,12/4/14,Mr,1,3,Cash,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0
12483,6/19/14,Mr,0,2,Invoice,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
12484,10/30/14,Mrs,0,3,Cash,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
12486,4/29/14,Mrs,0,3,Invoice,0,4,0,1,0,2,1,0,0,0,0,0,0,0,0
12487,5/19/14,Mrs,0,1,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
12489,1/12/15,Mr,0,3,Invoice,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0
12490,8/26/14,Mrs,0,2,Credit Card,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0
12492,1/18/15,Mr,0,2,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
12493,9/1/14,Mr,0,1,Invoice,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
12494,4/25/14,Mrs,1,1,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
12496,8/13/14,Mr,0,1,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12497,8/14/14,Mr,0,2,Current Account,0,2,0,1,1,0,3,0,0,0,0,0,0,0,0
12498,12/25/14,Others,0,1,Invoice,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
12501,12/1/14,Mr,1,1,Invoice,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0
12502,12/6/14,Company,0,1,Invoice,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0
12503,10/31/14,Mrs,0,1,Credit Card,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
12504,12/22/14,Mrs,0,1,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
12505,5/19/14,Mrs,0,1,Invoice,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0
12506,7/13/14,Company,1,1,Invoice,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12507,12/7/14,Mrs,0,1,Invoice,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0
12508,9/11/14,Mrs,0,3,Cash,0,4,0,1,0,0,2,2,0,0,0,0,0,0,1
12511,11/8/14,Company,0,1,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
12512,12/15/14,Mr,0,1,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12513,4/29/14,Mrs,0,1,Credit Card,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12514,12/26/14,Mrs,0,1,Invoice,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0
12515,5/13/14,Mrs,0,1,Invoice,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12516,4/6/15,Others,1,3,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
12517,8/25/14,Mr,0,1,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
12518,12/22/14,Mr,0,3,Credit Card,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0
12519,1/13/15,Mrs,0,2,Cash,0,4,0,1,0,0,4,0,0,0,0,0,0,0,0
12520,11/2/14,Mrs,1,1,Current Account,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
12521,10/15/14,Mrs,1,1,Cash,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
12522,12/14/14,Mr,1,1,Current Account,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0
12523,5/7/14,Mrs,0,1,Cash,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12524,5/19/14,Mrs,0,3,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
12525,10/4/14,Mrs,0,1,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0
12526,1/1/15,Mr,0,1,Cash,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12527,8/19/14,Mr,0,1,Credit Card,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
12528,8/25/14,Mrs,1,1,Credit Card,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1
12529,7/31/14,Company,1,1,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
12530,8/26/14,Mr,1,2,Current Account,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
12531,11/8/14,Others,0,1,Invoice,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12532,11/16/14,Others,0,1,Invoice,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
12533,10/5/14,Mr,0,3,Cash,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0
12534,4/25/14,Mr,1,1,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12535,10/27/14,Mr,0,1,Invoice,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
12536,11/25/14,Others,0,2,Invoice,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0
12537,5/24/14,Mr,1,1,Invoice,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1
12538,11/12/14,Mrs,0,3,Cash,0,4,0,1,0,2,0,0,0,0,0,0,0,0,1
12539,8/27/14,Mr,0,3,Cash,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0
12540,7/31/14,Mrs,0,1,Invoice,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
12541,9/4/14,Company,0,3,Cash,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0
12542,10/10/14,Others,1,1,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
12543,1/5/15,Mrs,0,1,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
12545,5/20/14,Company,0,1,Invoice,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0
12546,10/1/14,Mrs,0,1,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0
12547,8/1/14,Mrs,0,1,Credit Card,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
12548,7/7/14,Mrs,0,1,Invoice,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
12549,8/2/14,Mr,0,1,Current Account,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0
12550,8/7/14,Mrs,1,3,Credit Card,0,5,0,1,0,4,0,0,0,0,0,0,0,0,1
12551,6/22/14,Mr,0,1,Current Account,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
12553,8/7/14,Mrs,0,2,Credit Card,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
12554,6/11/14,Mr,0,3,Invoice,0,5,0,1,0,3,0,0,0,0,0,0,1,0,1
12555,10/5/14,Mr,1,1,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
12556,6/23/14,Mr,1,1,Invoice,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0
12557,4/23/14,Mr,0,2,Current Account,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
12558,6/10/14,Mr,0,2,Invoice,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0
12559,11/12/14,Mr,0,1,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
12560,5/3/14,Mr,0,1,Invoice,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0
12561,4/26/14,Mrs,0,1,Credit Card,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0
12564,1/6/15,Mrs,0,1,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
12565,7/10/14,Mrs,0,3,Cash,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
